timestamp,temperature_C,humidity_percent
2026-07-22 01:00:25,24,55
2026-07-22 01:00:27,24,55
2026-07-22 01:00:29,24,55
2026-07-22 01:00:31,24,55
2026-07-22 01:00:33,24,55
2026-07-22 01:00:35,25,55
2026-07-22 01:00:37,25,55
2026-07-22 01:00:39,25,56
2026-07-22 01:00:41,25,60
2026-07-22 01:00:43,25,64
2026-07-22 01:00:45,25,67
2026-07-22 01:00:47,25,70
2026-07-22 01:00:49,25,72
2026-07-22 01:00:51,25,74
2026-07-22 01:00:53,25,75
2026-07-22 01:00:55,25,76
2026-07-22 01:00:57,25,77
2026-07-22 01:00:59,26,89
2026-07-22 01:01:01,26,94
2026-07-22 01:01:03,26,97
2026-07-22 01:01:05,26,95
2026-07-22 01:01:07,27,88
2026-07-22 01:01:09,27,95
2026-07-22 01:01:11,27,95
2026-07-22 01:01:13,27,95
2026-07-22 01:01:15,27,95
2026-07-22 01:01:17,27,95
2026-07-22 01:01:19,27,95
2026-07-22 01:01:22,27,95
2026-07-22 01:01:24,27,92
2026-07-22 01:01:26,27,91
2026-07-22 01:01:28,27,90
2026-07-22 01:01:30,26,88
2026-07-22 01:01:32,26,87
2026-07-22 01:01:34,26,79
2026-07-22 01:01:36,26,83
2026-07-22 01:01:38,26,82
2026-07-22 01:01:40,26,80
2026-07-22 01:01:42,26,79
2026-07-22 01:01:44,26,74
2026-07-22 01:01:46,26,74
2026-07-22 01:01:48,26,73
2026-07-22 01:01:50,26,71
2026-07-22 01:01:52,26,69
2026-07-22 01:01:54,26,67
2026-07-22 01:01:56,26,66
2026-07-22 01:01:58,26,65
2026-07-22 01:02:00,26,64
2026-07-22 01:02:02,26,63
2026-07-22 01:02:04,26,63
2026-07-22 01:02:06,26,62
2026-07-22 01:02:08,26,62
2026-07-22 01:02:10,26,61
2026-07-22 01:02:12,26,58
2026-07-22 01:02:14,26,59
2026-07-22 01:02:16,26,59
2026-07-22 01:02:18,26,59
2026-07-22 01:02:20,26,58
2026-07-22 01:02:22,26,58
2026-07-22 01:02:24,26,58
2026-07-22 01:02:26,26,58
2026-07-22 01:02:28,26,57
2026-07-22 01:02:30,26,57
2026-07-22 01:02:32,26,57
2026-07-22 01:02:34,26,57
2026-07-22 01:02:36,26,57
2026-07-22 01:02:38,26,56
2026-07-22 01:02:40,26,56
2026-07-22 01:02:42,26,56
2026-07-22 01:02:44,26,56
2026-07-22 01:02:46,26,56
2026-07-22 01:02:49,26,56
2026-07-22 01:02:51,26,56
2026-07-22 01:02:53,26,55
2026-07-22 01:02:55,26,55
2026-07-22 01:02:57,26,55
2026-07-22 01:02:59,26,55
2026-07-22 01:03:01,26,55
2026-07-22 01:03:03,26,55
2026-07-22 01:03:05,26,55
2026-07-22 01:03:07,26,54
2026-07-22 01:03:09,26,54
2026-07-22 01:03:11,26,54
2026-07-22 01:03:13,26,54
2026-07-22 01:03:15,26,54
2026-07-22 01:03:17,27,54
2026-07-22 01:03:19,27,54
2026-07-22 01:03:21,27,54
2026-07-22 01:03:23,27,54
2026-07-22 01:03:25,27,54
2026-07-22 01:03:27,27,54
2026-07-22 01:03:29,27,53
2026-07-22 01:03:31,27,53
2026-07-22 01:03:33,27,53
2026-07-22 01:03:35,27,53
2026-07-22 01:03:37,27,53
2026-07-22 01:03:39,27,53
2026-07-22 01:03:41,27,53
2026-07-22 01:03:43,27,53
2026-07-22 01:03:45,27,53
2026-07-22 01:03:47,27,53
2026-07-22 01:03:49,27,53
2026-07-22 01:03:51,27,52
2026-07-22 01:03:53,27,52
2026-07-22 01:03:55,27,52
2026-07-22 01:03:57,27,52
2026-07-22 01:03:59,27,52
2026-07-22 01:04:01,27,52
2026-07-22 01:04:03,27,52
2026-07-22 01:04:05,27,52
2026-07-22 01:04:07,27,52
2026-07-22 01:04:09,27,52
2026-07-22 01:04:11,27,52
2026-07-22 01:04:13,27,51
2026-07-22 01:04:16,27,51
2026-07-22 01:04:18,27,51
2026-07-22 01:04:20,27,51
2026-07-22 01:04:22,27,51
2026-07-22 01:04:24,27,51
2026-07-22 01:04:26,27,51
2026-07-22 01:04:28,27,51
2026-07-22 01:04:30,27,51
2026-07-22 01:04:32,27,51
2026-07-22 01:04:34,27,50
2026-07-22 01:04:36,27,50
2026-07-22 01:04:38,27,50
2026-07-22 01:04:40,27,50
2026-07-22 01:04:42,27,50
2026-07-22 01:04:44,27,49
2026-07-22 01:04:46,27,49
2026-07-22 01:04:48,27,49
2026-07-22 01:04:50,27,49
2026-07-22 01:04:52,27,49
2026-07-22 01:04:54,27,49
2026-07-22 01:04:56,27,49
2026-07-22 01:04:58,27,49
2026-07-22 01:05:00,27,49
2026-07-22 01:05:02,27,49
2026-07-22 01:05:04,27,49
2026-07-22 01:05:06,27,49
2026-07-22 01:05:08,27,48
2026-07-22 01:05:10,27,48
2026-07-22 01:05:12,27,48
2026-07-22 01:05:14,27,48
2026-07-22 01:05:16,27,48
2026-07-22 01:05:18,27,49
2026-07-22 01:05:20,27,49
2026-07-22 01:05:22,27,48
2026-07-22 01:05:24,27,48
2026-07-22 01:05:26,27,48
2026-07-22 01:05:28,27,48
2026-07-22 01:05:30,27,48
2026-07-22 01:05:32,27,48
2026-07-22 01:05:34,27,48
2026-07-22 01:05:36,27,48
2026-07-22 01:05:38,27,48
2026-07-22 01:05:41,27,48
2026-07-22 01:05:43,27,48
2026-07-22 01:05:45,27,48
2026-07-22 01:05:47,27,49
2026-07-22 01:05:49,27,49
2026-07-22 01:05:51,27,50
2026-07-22 01:05:53,27,50
2026-07-22 01:05:55,27,50
2026-07-22 01:05:57,27,50
2026-07-22 01:05:59,27,50
2026-07-22 01:06:01,27,51
2026-07-22 01:06:03,27,51
2026-07-22 01:06:05,27,51
2026-07-22 01:06:07,27,51
2026-07-22 01:06:09,27,51
2026-07-22 01:06:11,27,51
2026-07-22 01:06:13,27,51
2026-07-22 01:06:15,27,52
2026-07-22 01:06:17,27,51
2026-07-22 01:06:19,27,52
2026-07-22 01:06:21,27,52
2026-07-22 01:06:23,27,52
2026-07-22 01:06:25,27,52
2026-07-22 01:06:27,27,52
2026-07-22 01:06:29,27,52
2026-07-22 01:06:31,27,52
2026-07-22 01:06:33,27,52
2026-07-22 01:06:35,27,52
2026-07-22 01:06:37,27,52
2026-07-22 01:06:39,27,52
2026-07-22 01:06:41,27,52
2026-07-22 01:06:43,27,52
2026-07-22 01:06:45,27,52
2026-07-22 01:06:47,27,52
2026-07-22 01:06:49,27,52
2026-07-22 01:06:51,27,52
2026-07-22 01:06:53,27,52
2026-07-22 01:06:55,27,51
2026-07-22 01:06:57,27,51
2026-07-22 01:06:59,27,51
2026-07-22 01:07:01,27,51
2026-07-22 01:07:03,27,51
2026-07-22 01:07:05,27,51
2026-07-22 01:07:08,27,51
2026-07-22 01:07:10,27,50
2026-07-22 01:07:12,27,50
2026-07-22 01:07:14,27,50
2026-07-22 01:07:16,27,51
2026-07-22 01:07:18,27,51
2026-07-22 01:07:20,27,51
2026-07-22 01:07:22,27,51
2026-07-22 01:07:24,27,51
2026-07-22 01:07:26,27,51
2026-07-22 01:07:28,27,51
2026-07-22 01:07:30,27,51
2026-07-22 01:07:32,27,50
2026-07-22 01:07:34,27,50
2026-07-22 01:07:36,27,50
2026-07-22 01:07:38,27,50
2026-07-22 01:07:40,27,50
2026-07-22 01:07:42,27,50
2026-07-22 01:07:44,27,50
2026-07-22 01:07:46,27,50
2026-07-22 01:07:48,27,50
2026-07-22 01:07:50,27,50
2026-07-22 01:07:52,27,50
2026-07-22 01:07:54,27,50
2026-07-22 01:07:56,27,50
2026-07-22 01:07:58,27,50
2026-07-22 01:08:00,27,50
2026-07-22 01:08:02,27,50
2026-07-22 01:08:04,27,50
2026-07-22 01:08:06,27,50
2026-07-22 01:08:08,27,50
2026-07-22 01:08:10,27,50
2026-07-22 01:08:12,27,50
2026-07-22 01:08:14,27,50
2026-07-22 01:08:16,27,50
2026-07-22 01:08:18,27,50
2026-07-22 01:08:20,27,50
2026-07-22 01:08:22,27,49
2026-07-22 01:08:24,27,49
2026-07-22 01:08:26,27,49
2026-07-22 01:08:28,27,49
2026-07-22 01:08:30,27,49
2026-07-22 01:08:32,27,49
2026-07-22 01:08:35,27,49
2026-07-22 01:08:37,27,49
2026-07-22 01:08:39,27,49
2026-07-22 01:08:41,27,49
2026-07-22 01:08:43,27,49
2026-07-22 01:08:45,27,49
2026-07-22 01:08:47,28,49
2026-07-22 01:08:49,28,49
